CLUSTERID1	interact	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	SharedMotifs	topX
2478	cosine	2481	-18.011	2478.0	0.7598	2478.0	22		
1317	cosine	1948	-30.01	1317.0	0.8067	1317.0	22		
3250	cosine	4156	-0.0	3250.0	0.969	3250.0	22		
3250	cosine	3415	-15.995	3250.0	0.7387	3250.0	22		
6623	cosine	6813	-14.037	6623.0	0.8743	6623.0	22		
3250	cosine	3431	-34.006	3250.0	0.7668	3250.0	22		
4156	cosine	4159	-18.011	4156.0	0.8231	4156.0	22		
3250	cosine	6623	-2.016	3250.0	0.855	3250.0	22		
1883	cosine	3623	0.0	1883.0	0.7696	1883.0	22		
3243	cosine	6623	15.995	3243.0	0.9006	3243.0	22		
2717	cosine	3547	-0.0	2717.0	0.9805	2717.0	22	urine_mass2motif_59.m2m	
4818	cosine	4821	18.01	4818.0	0.8381	4818.0	22		
3431	cosine	3456	-179.079	3431.0	0.9069	3431.0	22		
2774	cosine	2782	18.01	2774.0	0.9656	2774.0	22		
3250	cosine	4407	-2.016	3250.0	0.8667	3250.0	22		
3623	cosine	4156	15.995	3623.0	0.7365	3623.0	22		
3243	cosine	3431	-15.995	3243.0	0.835	3243.0	22		
2789	cosine	3048	167.08	2789.0	0.8888	2789.0	22		
1317	cosine	2717	-70.021	1317.0	0.7245	1317.0	22		
1120	cosine	1948	-30.011	1120.0	0.8659	1120.0	22		
3431	cosine	6623	31.99	3431.0	0.8053	3431.0	22		
4407	cosine	6820	-13.979	4407.0	0.9104	4407.0	22		
3456	cosine	3623	197.09	3456.0	0.8361	3456.0	22		
1883	cosine	2481	0.0	1883.0	0.8893	1883.0	22		
1120	cosine	1317	-0.0	1120.0	0.9154	1120.0	22		
3623	cosine	6813	-0.058	3623.0	0.7416	3623.0	22		
2009	cosine	3383	30.011	2009.0	0.8751	2009.0	22		
3243	cosine	4156	18.011	3243.0	0.8487	3243.0	22		
3250	cosine	3623	-15.995	3250.0	0.7538	3250.0	22		
2167	cosine	3896	0.036	2167.0	0.7527	2167.0	22		
3415	cosine	3431	-18.011	3415.0	0.8806	3415.0	22		
2177	cosine	5230	-0.001	2177.0	0.7245	2177.0	22		
1387	cosine	1948	0.0	1387.0	0.9635	1387.0	22		
3221	cosine	4156	36.022	3221.0	0.9137	3221.0	22		
2340	cosine	2789	-167.08	2340.0	0.7997	2340.0	22		
2782	cosine	3048	0.0	2782.0	0.9732	2782.0	22		
3221	cosine	4159	18.011	3221.0	0.9677	3221.0	22		
3456	cosine	4818	179.079	3456.0	0.8953	3456.0	22		
2481	cosine	4475	18.01	2481.0	0.7471	2481.0	22		
2151	cosine	2167	179.079	2151.0	0.8065	2151.0	22		
3415	cosine	4821	-0.0	3415.0	0.9076	3415.0	22		
3243	cosine	4159	0.0	3243.0	0.9738	3243.0	22		
3048	cosine	3055	-35.037	3048.0	0.9581	3048.0	22		
1883	cosine	2478	18.011	1883.0	0.7346	1883.0	22		
2774	cosine	3048	18.01	2774.0	0.9624	2774.0	22		
2340	cosine	2774	-18.01	2340.0	0.9078	2340.0	22		
4407	cosine	6623	0.0	4407.0	0.9877	4407.0	22		
4156	cosine	6623	-2.016	4156.0	0.8476	4156.0	22		
3619	cosine	5230	-0.0	3619.0	0.8178	3619.0	22		
968	cosine	2009	18.011	968.0	0.8676	968.0	22		
6623	cosine	6820	-13.979	6623.0	0.9104	6623.0	22		
3415	cosine	4818	-18.011	3415.0	0.8488	3415.0	22		
1317	cosine	1387	-30.01	1317.0	0.8084	1317.0	22		
3243	cosine	4407	15.995	3243.0	0.9161	3243.0	22		
3431	cosine	4156	34.006	3431.0	0.7576	3431.0	22		
2183	cosine	2478	18.011	2183.0	0.7514	2183.0	22		
1387	cosine	2009	92.047	1387.0	0.734	1387.0	22		
4316	cosine	4407	24.0	4316.0	0.7226	4316.0	22		
968	cosine	1387	-74.036	968.0	0.827	968.0	22		
2340	cosine	2782	0.0	2340.0	0.8996	2340.0	22		
2774	cosine	3055	-17.027	2774.0	0.96	2774.0	22		
2167	cosine	2183	18.011	2167.0	0.7783	2167.0	22		
3431	cosine	4407	31.99	3431.0	0.8042	3431.0	22		
3623	cosine	4821	-0.0	3623.0	0.9283	3623.0	22		
4156	cosine	4316	-26.016	4156.0	0.7549	4156.0	22		
3250	cosine	4159	-18.011	3250.0	0.835	3250.0	22		
2774	cosine	2789	-149.07	2774.0	0.882	2774.0	22		
2340	cosine	3048	0.0	2340.0	0.9154	2340.0	22		
3623	cosine	4818	-18.011	3623.0	0.8587	3623.0	22		
2782	cosine	3055	-35.037	2782.0	0.9571	2782.0	22		
3547	cosine	3623	30.011	3547.0	0.721	3547.0	22		
3221	cosine	3243	18.011	3221.0	0.9617	3221.0	22		
2726	cosine	3547	36.02	2726.0	0.855	2726.0	22		
2717	cosine	2726	-36.021	2717.0	0.8585	2717.0	22		
4156	cosine	4407	-2.016	4156.0	0.8565	4156.0	22		
3431	cosine	4821	18.01	3431.0	0.879	3431.0	22		
3431	cosine	4818	0.0	3431.0	0.944	3431.0	22		
968	cosine	2782	-192.078	968.0	0.7243	968.0	22		
2340	cosine	3055	-35.037	2340.0	0.8872	2340.0	22		
3415	cosine	6813	-0.058	3415.0	0.7813	3415.0	22		
5807	cosine	5964	0.036	5807.0	0.8733	5807.0	23		
3028	cosine	5982	0.0	3028.0	0.8401	3028.0	23	gnps_motif_37.m2m	
2218	cosine	3289	-38.016	2218.0	0.8676	2218.0	23	gnps_motif_49.m2m	
915	cosine	1091	0.001	915.0	0.9314	915.0	23		
3497	cosine	5174	-24.0	3497.0	0.8439	3497.0	23		
4598	cosine	4603	30.01	4598.0	0.8595	4598.0	23		
5807	cosine	6902	0.0	5807.0	0.8898	5807.0	23		
2218	cosine	4589	-50.016	2218.0	0.9076	2218.0	23	gnps_motif_49.m2m	
1979	cosine	4598	-0.001	1979.0	0.9534	1979.0	23		
2916	cosine	4603	30.01	2916.0	0.8594	2916.0	23		
915	cosine	6538	-0.036	915.0	0.8621	915.0	23		
2912	cosine	4598	-30.011	2912.0	0.8502	2912.0	23		
5750	cosine	7109	-0.073	5750.0	0.8541	5750.0	23		
6538	cosine	7109	-0.036	6538.0	0.8603	6538.0	23		
2912	cosine	2914	30.01	2912.0	0.8356	2912.0	23		
1091	cosine	6902	-0.037	1091.0	0.8682	1091.0	23		
2518	cosine	3513	-38.016	2518.0	0.826	2518.0	23		
6276	cosine	7130	0.0	6276.0	0.8723	6276.0	23		
1877	cosine	2295	-0.036	1877.0	0.948	1877.0	23		
5807	cosine	6276	0.0	5807.0	0.9241	5807.0	23		
2400	cosine	4589	-8.005	2400.0	0.8208	2400.0	23	gnps_motif_49.m2m	
2914	cosine	4589	-0.0	2914.0	0.9953	2914.0	23	gnps_motif_49.m2m	
2549	cosine	3497	0.0	2549.0	0.8833	2549.0	23	mb_motif_4.m2m	
2914	cosine	3289	12.0	2914.0	0.8911	2914.0	23	gnps_motif_49.m2m	
7109	cosine	7130	0.036	7109.0	0.8461	7109.0	23		
6276	cosine	6902	0.0	6276.0	0.9144	6276.0	23		
5807	cosine	6538	0.0	5807.0	0.893	5807.0	23		
1979	cosine	4603	30.01	1979.0	0.8331	1979.0	23		
5964	cosine	6276	-0.036	5964.0	0.8492	5964.0	23		
2912	cosine	4603	-0.0	2912.0	0.9766	2912.0	23		
1877	cosine	5807	-0.036	1877.0	0.8543	1877.0	23		
3289	cosine	6538	-0.036	3289.0	0.8632	3289.0	23		
5496	cosine	5807	-0.036	5496.0	0.9102	5496.0	23		
5496	cosine	5964	0.0	5496.0	0.9596	5496.0	23		
6538	cosine	6902	0.0	6538.0	0.9109	6538.0	23		
3289	cosine	5496	0.0	3289.0	0.8872	3289.0	23		
3289	cosine	5964	0.0	3289.0	0.9353	3289.0	23		
5496	cosine	5750	0.0	5496.0	0.9193	5496.0	23		
5496	cosine	6902	-0.036	5496.0	0.923	5496.0	23		
2518	cosine	2549	0.036	2518.0	0.9403	2518.0	23		
2295	cosine	7109	-0.036	2295.0	0.8633	2295.0	23		
2295	cosine	3513	-0.0	2295.0	0.849	2295.0	23		
5750	cosine	5964	0.0	5750.0	0.9276	5750.0	23		
3513	cosine	6538	0.0	3513.0	0.8907	3513.0	23		
5496	cosine	6538	-0.036	5496.0	0.9133	5496.0	23		
2218	cosine	5750	-38.016	2218.0	0.8605	2218.0	23	gnps_motif_49.m2m	
1979	cosine	2916	-0.001	1979.0	0.9501	1979.0	23		
2518	cosine	5807	-38.016	2518.0	0.8414	2518.0	23		
1877	cosine	6902	-0.036	1877.0	0.8664	1877.0	23		
6276	cosine	7109	-0.036	6276.0	0.8642	6276.0	23		
5964	cosine	6902	-0.036	5964.0	0.905	5964.0	23		
5174	cosine	5982	0.0	5174.0	0.851	5174.0	23	gnps_motif_37.m2m	
2912	cosine	4589	30.01	2912.0	0.8356	2912.0	23		
1877	cosine	5496	-0.0	1877.0	0.8834	1877.0	23		
1877	cosine	6538	-0.036	1877.0	0.861	1877.0	23		
915	cosine	6902	-0.036	915.0	0.8679	915.0	23		
3289	cosine	4589	-12.0	3289.0	0.8912	3289.0	23	gnps_motif_49.m2m	
5964	cosine	7109	-0.073	5964.0	0.8718	5964.0	23		
2912	cosine	2916	-30.01	2912.0	0.8589	2912.0	23		
6276	cosine	6538	0.0	6276.0	0.8954	6276.0	23		
915	cosine	6276	-0.036	915.0	0.8385	915.0	23		
915	cosine	3289	-0.0	915.0	0.8871	915.0	23		
3289	cosine	5750	0.0	3289.0	0.9434	3289.0	23	gnps_motif_49.m2m	
2400	cosine	2914	-8.005	2400.0	0.8237	2400.0	23	gnps_motif_49.m2m	
2218	cosine	2914	-50.016	2218.0	0.908	2218.0	23	gnps_motif_49.m2m	
3028	cosine	5174	0.0	3028.0	0.8639	3028.0	23	gnps_motif_37.m2m	
2295	cosine	5807	-0.0	2295.0	0.8506	2295.0	23		
5496	cosine	6276	-0.036	5496.0	0.8655	5496.0	23		
3513	cosine	6902	0.0	3513.0	0.8583	3513.0	23		
5964	cosine	6538	-0.036	5964.0	0.9038	5964.0	23		
2914	cosine	5964	12.0	2914.0	0.8555	2914.0	23		
1877	cosine	3513	-0.036	1877.0	0.8991	1877.0	23		
1979	cosine	2912	30.01	1979.0	0.8261	1979.0	23		
3513	cosine	7109	-0.036	3513.0	0.8492	3513.0	23		
4589	cosine	5964	12.0	4589.0	0.8563	4589.0	23		
2518	cosine	3497	0.036	2518.0	0.8332	2518.0	23		
915	cosine	2295	-0.036	915.0	0.8285	915.0	23		
3513	cosine	5496	0.036	3513.0	0.8888	3513.0	23		
3513	cosine	6276	0.0	3513.0	0.8267	3513.0	23		
2916	cosine	4598	-0.0	2916.0	0.9894	2916.0	23		
3513	cosine	5807	0.0	3513.0	0.9391	3513.0	23		
6902	cosine	7109	-0.036	6902.0	0.8714	6902.0	23		
5807	cosine	7109	-0.036	5807.0	0.8546	5807.0	23		
5496	cosine	7109	-0.073	5496.0	0.9197	5496.0	23		
7779	cosine	7780	63.033	7779.0	0.9063	7779.0	24		
7781	cosine	8627	-176.032	7781.0	0.7689	7781.0	24		
7780	cosine	8627	-0.0	7780.0	0.8414	7780.0	24	urine_mass2motif_93.m2m	
8617	cosine	8627	-176.032	8617.0	0.785	8617.0	24		
7780	cosine	7781	176.031	7780.0	0.7013	7780.0	24		
7781	cosine	8617	0.0	7781.0	0.9701	7781.0	24		
7780	cosine	8617	176.032	7780.0	0.721	7780.0	24		
7779	cosine	8627	63.033	7779.0	0.8295	7779.0	24		
9515	cosine	9522	17.028	9515.0	0.9269	9515.0	25		
5992	cosine	8390	-152.084	5992.0	0.905	5992.0	25		
2489	cosine	6725	-142.099	2489.0	0.9338	2489.0	25		
8810	cosine	9418	0.0	8810.0	0.9276	8810.0	25		
3183	cosine	5584	-0.036	3183.0	0.9409	3183.0	25		
2489	cosine	8980	-0.0	2489.0	0.9711	2489.0	25		
5955	cosine	8390	-170.094	5955.0	0.9243	5955.0	25		
2845	cosine	6442	-153.067	2845.0	0.9597	2845.0	25		
5369	cosine	5582	-0.036	5369.0	0.913	5369.0	25		
3180	cosine	5584	-18.047	3180.0	0.9387	3180.0	25		
5955	cosine	8980	142.099	5955.0	0.9326	5955.0	25		
7416	cosine	10258	0.001	7416.0	0.9741	7416.0	25		
4741	cosine	5855	0.0	4741.0	0.9609	4741.0	25		
5395	cosine	5584	170.093	5395.0	0.9649	5395.0	25		
3180	cosine	4182	-4.031	3180.0	0.9371	3180.0	25		
3180	cosine	4185	13.979	3180.0	0.9232	3180.0	25		
3883	cosine	7508	-84.094	3883.0	0.9418	3883.0	25		
6470	cosine	8980	-0.0	6470.0	0.9546	6470.0	25		
6405	cosine	6470	-18.011	6405.0	0.9295	6405.0	25		
5541	cosine	6718	56.026	5541.0	0.9179	5541.0	25		
959	cosine	5888	-14.016	959.0	0.9233	959.0	25		
2827	cosine	8392	-312.194	2827.0	0.903	2827.0	25		
6470	cosine	7504	-86.073	6470.0	0.9437	6470.0	25		
8493	cosine	9522	84.021	8493.0	0.9097	8493.0	25		
6725	cosine	8493	-56.026	6725.0	0.9174	6725.0	25		
6363	cosine	8493	-28.031	6363.0	0.9554	6363.0	25		
3180	cosine	8810	-28.031	3180.0	0.9053	3180.0	25		
8810	cosine	8841	-18.011	8810.0	0.9143	8810.0	25		
1967	cosine	5888	0.0	1967.0	0.9087	1967.0	25		
6438	cosine	8810	-27.995	6438.0	0.9113	6438.0	25		
4185	cosine	5584	-32.026	4185.0	0.9323	4185.0	25		
8599	cosine	8612	17.026	8599.0	0.9568	8599.0	25		
8377	cosine	8599	-27.995	8377.0	0.9237	8377.0	25		
3183	cosine	7967	-14.016	3183.0	0.911	3183.0	25		
3883	cosine	5855	-16.031	3883.0	0.9329	3883.0	25		
4741	cosine	6470	-0.0	4741.0	0.9312	4741.0	25		
6363	cosine	6470	170.094	6363.0	0.9745	6363.0	25		
6405	cosine	6872	-18.011	6405.0	0.9091	6405.0	25		
2827	cosine	8493	-180.114	2827.0	0.9244	2827.0	25		
6455	cosine	9418	0.0	6455.0	0.9517	6455.0	25		
8841	cosine	9418	18.011	8841.0	0.9202	8841.0	25		
6872	cosine	13653	-0.0	6872.0	0.9326	6872.0	25		
5992	cosine	8131	-142.1	5992.0	0.9144	5992.0	25		
5294	cosine	9419	27.994	5294.0	0.9373	5294.0	25		
2489	cosine	6363	-170.094	2489.0	0.9707	2489.0	25		
5955	cosine	6725	0.0	5955.0	0.9366	5955.0	25		
5855	cosine	7416	-0.001	5855.0	0.9354	5855.0	25		
6442	cosine	8392	-142.101	6442.0	0.9067	6442.0	25		
6455	cosine	8810	0.0	6455.0	0.929	6455.0	25		
6725	cosine	8980	142.099	6725.0	0.935	6725.0	25		
6718	cosine	7958	0.0	6718.0	0.9189	6718.0	25		
5992	cosine	8589	-180.079	5992.0	0.936	5992.0	25		
9419	cosine	9522	-114.068	9419.0	0.9805	9419.0	25		
5294	cosine	8493	-170.094	5294.0	0.9214	5294.0	25		
6395	cosine	6442	-36.021	6395.0	0.9096	6395.0	25		
5395	cosine	6438	188.104	5395.0	0.9063	5395.0	25		
8392	cosine	8589	-9.984	8392.0	0.9502	8392.0	25		
2489	cosine	6470	0.0	2489.0	0.9874	2489.0	25		
5564	cosine	5819	-0.057	5564.0	0.9915	5564.0	25		
3183	cosine	9418	-10.02	3183.0	0.9214	3183.0	25		
5294	cosine	6405	46.042	5294.0	0.9284	5294.0	25		
1967	cosine	8841	-0.0	1967.0	0.9174	1967.0	25		
6455	cosine	6718	-18.011	6455.0	0.9403	6455.0	25		
6470	cosine	8390	-312.193	6470.0	0.9283	6470.0	25		
7958	cosine	8811	-14.016	7958.0	0.9104	7958.0	25		
5369	cosine	6438	-0.036	5369.0	0.9691	5369.0	25		
8658	cosine	10258	-14.015	8658.0	0.9507	8658.0	25		
4182	cosine	6438	3.995	4182.0	0.9418	4182.0	25		
2882	cosine	6405	0.0	2882.0	0.9605	2882.0	25		
5395	cosine	5888	142.098	5395.0	0.907	5395.0	25		
5207	cosine	13653	-14.016	5207.0	0.9261	5207.0	25		
3883	cosine	4741	-16.031	3883.0	0.9125	3883.0	25		
6363	cosine	8390	-142.099	6363.0	0.9354	6363.0	25		
5564	cosine	8193	-0.056	5564.0	0.9389	5564.0	25		
2489	cosine	6405	18.011	2489.0	0.9493	2489.0	25		
6405	cosine	8584	-0.0	6405.0	0.9227	6405.0	25		
6872	cosine	10258	0.001	6872.0	0.9361	6872.0	25		
6442	cosine	8390	-124.089	6442.0	0.9303	6442.0	25		
6725	cosine	7504	56.026	6725.0	0.9474	6725.0	25		
3183	cosine	5395	-170.129	3183.0	0.9041	3183.0	25		
5584	cosine	9418	-9.984	5584.0	0.9242	5584.0	25		
5710	cosine	8658	-0.001	5710.0	0.9183	5710.0	25		
5272	cosine	5819	-27.995	5272.0	0.9412	5272.0	25		
7416	cosine	8203	-170.093	7416.0	0.9399	7416.0	25		
1967	cosine	5395	-142.098	1967.0	0.9439	1967.0	25		
5294	cosine	5541	-0.0	5294.0	0.9816	5294.0	25		
7416	cosine	8658	14.015	7416.0	0.9244	7416.0	25		
6442	cosine	8612	-170.095	6442.0	0.934	6442.0	25		
10258	cosine	13653	-0.001	10258.0	0.9972	10258.0	25		
4741	cosine	8749	-124.089	4741.0	0.9351	4741.0	25		
5955	cosine	6470	142.099	5955.0	0.9393	5955.0	25		
5541	cosine	9419	27.995	5541.0	0.9471	5541.0	25		
2489	cosine	2882	18.011	2489.0	0.9333	2489.0	25		
8811	cosine	9419	-14.016	8811.0	0.9727	8811.0	25		
5207	cosine	8658	-0.0	5207.0	0.9181	5207.0	25		
6363	cosine	6725	27.995	6363.0	0.9297	6363.0	25		
2882	cosine	5855	-18.01	2882.0	0.9331	2882.0	25		
7504	cosine	7508	18.01	7504.0	0.9288	7504.0	25		
7922	cosine	8493	-14.016	7922.0	0.9263	7922.0	25		
3183	cosine	6455	-10.021	3183.0	0.9174	3183.0	25		
4185	cosine	5341	0.0	4185.0	0.9559	4185.0	25		
5584	cosine	8841	-27.995	5584.0	0.9421	5584.0	25		
5207	cosine	10258	-14.015	5207.0	0.9293	5207.0	25		
3180	cosine	5369	0.0	3180.0	0.9347	3180.0	25		
4182	cosine	8841	-42.011	4182.0	0.923	4182.0	25		
5584	cosine	6438	18.011	5584.0	0.9515	5584.0	25		
8377	cosine	8392	17.026	8377.0	0.9728	8377.0	25		
5819	cosine	8193	0.0	5819.0	0.9353	5819.0	25		
5294	cosine	9522	-86.073	5294.0	0.964	5294.0	25		
6725	cosine	7508	74.036	6725.0	0.9406	6725.0	25		
3183	cosine	4182	13.979	3183.0	0.903	3183.0	25		
4741	cosine	8980	-0.0	4741.0	0.964	4741.0	25		
7416	cosine	13653	0.0	7416.0	0.972	7416.0	25		
6442	cosine	8589	-152.084	6442.0	0.9202	6442.0	25		
5855	cosine	7504	-86.073	5855.0	0.931	5855.0	25		
3183	cosine	8841	-28.031	3183.0	0.9105	3183.0	25		
6438	cosine	9418	-27.995	6438.0	0.9169	6438.0	25		
2827	cosine	5955	-124.089	2827.0	0.9248	2827.0	25		
7416	cosine	7504	-86.072	7416.0	0.9382	7416.0	25		
2489	cosine	7508	-68.062	2489.0	0.9383	2489.0	25		
5541	cosine	9522	-86.073	5541.0	0.9652	5541.0	25		
3180	cosine	6438	-0.036	3180.0	0.9759	3180.0	25		
4185	cosine	6438	-14.016	4185.0	0.9261	4185.0	25		
6438	cosine	8841	-46.006	6438.0	0.9157	6438.0	25		
4741	cosine	7508	-68.063	4741.0	0.9266	4741.0	25		
5272	cosine	5564	-27.939	5272.0	0.9461	5272.0	25		
4741	cosine	6363	-170.094	4741.0	0.9495	4741.0	25		
8589	cosine	8612	-18.011	8589.0	0.949	8589.0	25		
5955	cosine	8589	-198.089	5955.0	0.9182	5955.0	25		
2489	cosine	7504	-86.073	2489.0	0.9382	2489.0	25		
2827	cosine	6363	-152.083	2827.0	0.9698	2827.0	25		
2845	cosine	6395	-117.046	2845.0	0.9322	2845.0	25		
8390	cosine	8392	-18.011	8390.0	0.9134	8390.0	25		
1633	cosine	1967	-0.0	1633.0	0.9696	1633.0	25		
2882	cosine	7508	-86.073	2882.0	0.9261	2882.0	25		
5819	cosine	7922	-28.031	5819.0	0.9206	5819.0	25		
6405	cosine	6718	9.984	6405.0	0.9138	6405.0	25		
959	cosine	1633	-14.016	959.0	0.9074	959.0	25		
5992	cosine	8392	-170.095	5992.0	0.9371	5992.0	25		
2827	cosine	8589	-322.178	2827.0	0.9247	2827.0	25		
5851	cosine	8584	-0.0	5851.0	0.9083	5851.0	25		
2882	cosine	5955	-160.11	2882.0	0.9283	2882.0	25		
7508	cosine	8980	68.062	7508.0	0.9531	7508.0	25		
2882	cosine	3883	-1.979	2882.0	0.9214	2882.0	25		
6470	cosine	6725	-142.099	6470.0	0.9308	6470.0	25		
5855	cosine	8980	-0.0	5855.0	0.9934	5855.0	25		
5369	cosine	6441	0.0	5369.0	0.956	5369.0	25		
6309	cosine	6442	17.027	6309.0	0.9688	6309.0	25		
5541	cosine	6405	46.042	5541.0	0.9286	5541.0	25		
6363	cosine	7504	84.021	6363.0	0.9286	6363.0	25		
2489	cosine	5855	0.0	2489.0	0.9673	2489.0	25		
6395	cosine	8390	-160.11	6395.0	0.9064	6395.0	25		
8392	cosine	8612	-27.995	8392.0	0.9436	8392.0	25		
7504	cosine	13653	86.072	7504.0	0.9221	7504.0	25		
6718	cosine	9413	-0.0	6718.0	0.9099	6718.0	25		
2489	cosine	5955	-142.099	2489.0	0.9413	2489.0	25		
2882	cosine	8749	-142.099	2882.0	0.9212	2882.0	25		
5855	cosine	7508	-68.063	5855.0	0.9462	5855.0	25		
959	cosine	1967	-14.016	959.0	0.9271	959.0	25		
4741	cosine	7504	-86.073	4741.0	0.9165	4741.0	25		
3180	cosine	9418	-28.031	3180.0	0.9347	3180.0	25		
5855	cosine	6363	-170.094	5855.0	0.9705	5855.0	25		
5541	cosine	8493	-170.094	5541.0	0.9062	5541.0	25		
6718	cosine	8811	-14.016	6718.0	0.9408	6718.0	25		
6455	cosine	8841	-18.011	6455.0	0.9066	6455.0	25		
3883	cosine	8980	-16.031	3883.0	0.9413	3883.0	25		
8390	cosine	8589	-27.995	8390.0	0.9522	8390.0	25		
3183	cosine	9413	-28.031	3183.0	0.9295	3183.0	25		
5395	cosine	8841	142.098	5395.0	0.9134	5395.0	25		
6718	cosine	9419	-28.032	6718.0	0.9474	6718.0	25		
2827	cosine	6395	-134.073	2827.0	0.9575	2827.0	25		
5564	cosine	8184	-170.151	5564.0	0.9273	5564.0	25		
6441	cosine	7486	0.0	6441.0	0.9362	6441.0	25		
1967	cosine	4182	42.011	1967.0	0.9133	1967.0	25		
2882	cosine	6725	-160.109	2882.0	0.928	2882.0	25		
2845	cosine	6309	-170.094	2845.0	0.9473	2845.0	25		
5582	cosine	6438	0.0	5582.0	0.9339	5582.0	25		
2827	cosine	8390	-294.183	2827.0	0.948	2827.0	25		
7967	cosine	9413	-14.016	7967.0	0.9411	7967.0	25		
7416	cosine	8980	0.0	7416.0	0.935	7416.0	25		
3183	cosine	6718	-28.031	3183.0	0.9396	3183.0	25		
4182	cosine	5395	-184.109	4182.0	0.9344	4182.0	25		
5294	cosine	6718	56.026	5294.0	0.9222	5294.0	25		
1633	cosine	8841	-0.0	1633.0	0.9079	1633.0	25		
6363	cosine	8980	170.094	6363.0	0.9683	6363.0	25		
1967	cosine	5584	27.995	1967.0	0.9352	1967.0	25		
4182	cosine	5584	-14.016	4182.0	0.9663	4182.0	25		
1633	cosine	5395	-142.098	1633.0	0.9337	1633.0	25		
8658	cosine	13653	-14.015	8658.0	0.9501	8658.0	25		
1967	cosine	5399	-160.109	1967.0	0.9042	1967.0	25		
5855	cosine	6470	-0.0	5855.0	0.9513	5855.0	25		
5819	cosine	8184	-170.094	5819.0	0.9163	5819.0	25		
2845	cosine	8740	-124.089	2845.0	0.9142	2845.0	25		
1633	cosine	5584	27.995	1633.0	0.9185	1633.0	25		
8563	cosine	8564	-41.027	8563.0	0.8185	8563.0	26		
6186	cosine	7409	-0.0	6186.0	0.8787	6186.0	27		
6026	cosine	6186	-2.016	6026.0	0.7763	6026.0	27		
6026	cosine	7409	-2.016	6026.0	0.7678	6026.0	27		
6186	cosine	7407	18.01	6186.0	0.9018	6186.0	27		
6235	cosine	6416	0.001	6235.0	0.8162	6235.0	27		
6235	cosine	7407	49.984	6235.0	0.7603	6235.0	27		
6026	cosine	6027	-36.021	6026.0	0.8456	6026.0	27		
7407	cosine	7408	-36.021	7407.0	0.8109	7407.0	27		
6172	cosine	7408	-0.0	6172.0	0.7219	6172.0	27		
5990	cosine	6012	-36.021	5990.0	0.7796	5990.0	27		
5990	cosine	6026	-18.011	5990.0	0.8456	5990.0	27		
5990	cosine	6027	-54.032	5990.0	0.7747	5990.0	27		
6416	cosine	7407	49.983	6416.0	0.7733	6416.0	27		
6012	cosine	6026	18.01	6012.0	0.8542	6012.0	27		
7408	cosine	7409	18.01	7408.0	0.8547	7408.0	27		
6012	cosine	7408	-2.016	6012.0	0.7771	6012.0	27		
6186	cosine	7408	-18.011	6186.0	0.728	6186.0	27		
7407	cosine	7409	-18.011	7407.0	0.9489	7407.0	27		
5990	cosine	7407	-2.016	5990.0	0.7223	5990.0	27		
5214	cosine	6012	49.983	5214.0	0.7054	5214.0	27		
6012	cosine	6027	-18.011	6012.0	0.9237	6012.0	27		
10748	cosine	10866	105.078	10748.0	0.9925	10748.0	28		
11701	cosine	12358	-58.043	11701.0	0.9906	11701.0	28		
13010	cosine	13055	44.026	13010.0	0.992	13010.0	28		
12221	cosine	12358	105.079	12221.0	0.9892	12221.0	28		
11643	cosine	12966	-160.11	11643.0	0.9918	11643.0	28		
12358	cosine	12417	27.001	12358.0	0.9888	12358.0	28		
10702	cosine	11701	179.116	10702.0	0.9947	10702.0	28		
12178	cosine	13010	30.01	12178.0	0.9933	12178.0	28		
10918	cosine	12303	-116.085	10918.0	0.9924	10918.0	28		
10702	cosine	12030	-116.084	10702.0	0.9934	10702.0	28		
10061	cosine	11701	-41.016	10061.0	0.9972	10061.0	28		
10866	cosine	12120	-221.162	10866.0	0.9972	10866.0	28		
10866	cosine	12030	-265.188	10866.0	0.9919	10866.0	28		
12120	cosine	13055	118.063	12120.0	0.9976	12120.0	28		
12120	cosine	12358	193.13	12120.0	0.9934	12120.0	28		
11572	cosine	12178	-102.068	11572.0	0.988	11572.0	28		
11415	cosine	11572	88.052	11415.0	0.989	11415.0	28		
12120	cosine	12221	88.052	12120.0	0.9948	12120.0	28		
10061	cosine	12418	-55.031	10061.0	0.9934	10061.0	28		
10746	cosine	10991	163.121	10746.0	0.9908	10746.0	28		
12303	cosine	12418	88.054	12303.0	0.9938	12303.0	28		
10061	cosine	12120	-292.189	10061.0	0.9939	10061.0	28		
12120	cosine	13010	74.037	12120.0	0.9925	12120.0	28		
11777	cosine	12663	30.011	11777.0	0.9858	11777.0	28		
10866	cosine	12418	15.995	10866.0	0.9937	10866.0	28		
10647	cosine	12303	91.062	10647.0	0.9927	10647.0	28		
11643	cosine	12356	-14.016	11643.0	0.9942	11643.0	28		
12303	cosine	13055	-31.041	12303.0	0.9968	12303.0	28		
10702	cosine	12120	-72.057	10702.0	0.9985	10702.0	28		
10061	cosine	12356	-116.084	10061.0	0.9925	10061.0	28		
12030	cosine	13055	162.089	12030.0	0.9943	12030.0	28		
10702	cosine	10866	149.105	10702.0	0.9968	10702.0	28		
10702	cosine	13010	1.979	10702.0	0.9922	10702.0	28		
12120	cosine	12418	237.157	12120.0	0.992	12120.0	28		
11643	cosine	11777	105.079	11643.0	0.9883	11643.0	28		
